Planet_name,Host_name,gaia_id,Number_of_stars,Number_of_planets,Number_of_moons,disc_facility,Planet_controversial_flag,Orbital_period[days],delta_orbpererr1,delta_orbpererr2,pl_orbperlim,Orbit_semimajor_axis,delta_orbsmaxerr1,delta_orbsmaxerr2,pl_orbsmaxlim,angular_separation[mas],delta_angseperr1,delta_angseperr2,pl_angseplim,Planet_radius[Earth],delta_radeerr1,delta_radeerr2,pl_radelim,Planet_radius[Jupiter],delta_radjerr1,delta_radjerr2,pl_radjlim,Planet_mass[Earth],delta_bmasseerr1,delta_bmasseerr2,pl_bmasselim,Planet_mass[Jupiter],delta_bmassjerr1,delta_bmassjerr2,pl_bmassjlim,Planet_density[g/cm^3],delta_denserr1,delta_denserr2,pl_denslim,Orbit_eccentricity,delta_orbeccenerr1,delta_orbeccenerr2,pl_orbeccenlim,Planet_insolation_flux[Earth],delta_insolerr1,delta_insolerr2,pl_insollim,Planet_equilibrium_temperature[K],delta_eqterr1,delta_eqterr2,pl_eqtlim,Orbital_inclinitation[deg],delta_orbinclerr1,delta_orbinclerr2,pl_orbincllim,ttv_flag,Ratio_semimajor_stellarradius,delta_ratdorerr1,delta_ratdorerr2,pl_ratdorlim,Ratio_planetradius/stellar,delta_ratrorerr1,delta_ratrorerr2,pl_ratrorlim,Radial_velocity_amplitude[m/s],delta_rvamperr1,delta_rvamperr2,pl_rvamplim,True_Obliquity,delta_trueobliqerr1,delta_trueobliqerr2,pl_trueobliqlim,Spectral_type,Stellar_effective_temperature,delta_tefferr1,delta_tefferr2,st_tefflim,Stellar_radius,delta_raderr1,delta_raderr2,st_radlim,Stellar_mass,delta_masserr1,delta_masserr2,st_masslim,Stellar_metallicity[dex],delta_meterr1,delta_meterr2,st_metlim,Stellar_metallicity_ratio,Stellar_luminocity[log(sun)],delta_lumerr1,delta_lumerr2,st_lumlim,Stellar_gravity_logg,delta_loggerr1,delta_loggerr2,st_logglim,Stelar_age[Gyr],delta_ageerr1,delta_ageerr2,st_agelim,Stellar_density[g/cm^3],delta_denserr1.1,delta_denserr2.1,st_denslim,Stelar_rotational_velocity[km/s],delta_vsinerr1,delta_vsinerr2,st_vsinlim,Stellar_rotational_period[days],delta_rotperr1,delta_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,RA[sexagesimal],RA[deg],DEC[sexagesimal],DEC,Distance[parsec],delta_disterr1,delta_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,st_nspec
Kepler-495 c,Kepler-495,Gaia DR2 2100073393808483328,1,2,0,Kepler,0,5.896609783,,,0.0,0.0614,,,0.0,0.0932,,,0.0,1.21936414,,,0,0.10878457,,,0,1.98,,,0,0.00622,,,0,6.0,,,0,0.0,,,0.0,108.13,74.15,-24.56,0.0,1000.0,,,0.0,89.84,,,0.0,0,14.439,0.399,-0.399,0.0,0.01076,0.000616,-0.000459,0.0,,,,,,,,,G6V,5392.0,80.0,-72.0,0.0,1.087,0.224,-0.184,0.0,0.888,0.061,-0.035,0,0.18,0.15,-0.1,0.0,[Fe/H],-0.2375,,,0.0,4.314,0.165,-0.15,0.0,0.6,3.9,-3.9,0.0,1.63771,0.04527,-0.83457,0.0,,,,,,,,,,,,,19h03m43.38s,285.9307362,+39d05m53.23s,39.0981201,658.924,8.899,-8.67,14.942,0.092,-0.092,12.81,0.024,-0.024,14.6074,0.000292,-0.000292,0
K2-413 c,K2-413,Gaia DR2 2439890557725244800,1,2,0,K2,0,5.3301,0.0003,-0.0003,0.0,0.0426,0.0016,-0.0019,0.0,0.149,,,0.0,1.2327,0.0565,-0.0593,0,0.10997432,0.0050406,-0.0052904,0,2.05,,,0,0.00644,,,0,6.01,,,0,0.0,,,,69.529,,,0.0,735.9,,,,89.9985,0.8243,-0.8117,0.0,0,,,,,,,,,,,,,,,,,K6,4116.0,138.0,-138.0,0.0,0.7,0.055,-0.048,0.0,0.808,0.364,-0.256,0,-0.205,0.235,-0.235,0.0,[Fe/H],-0.83322,,,0.0,4.656,0.15,-0.15,0.0,,,,,2.182834,,,0.0,,,,,,,,,,,,,23h33m40.22s,353.4175668,-07d36m43.30s,-7.6120272,285.162,3.569,-3.483,15.013,0.172,-0.172,11.86,0.026,-0.026,14.5773,0.000434,-0.000434,0
K2-414 b,K2-414,Gaia DR2 2634046753364013440,1,2,0,K2,0,4.3696,0.0001,-0.0001,0.0,0.0487,0.0027,-0.0031,0.0,0.187,,,0.0,1.219,0.1004,-0.0731,0,0.10875208,0.0089571,-0.00652156,0,1.98,,,0,0.00622,,,0,6.01,,,0,0.0,,,,72.113,,,0.0,742.7,,,,90.0045,1.3925,-1.3991,0.0,0,,,,,,,,,,,,,,,,,K5,4343.0,138.0,-138.0,0.0,0.732,0.055,-0.052,0.0,0.814,0.363,-0.251,0,-0.102,0.235,-0.235,0.0,[Fe/H],-0.70538,,,0.0,4.621,0.15,-0.15,0.0,,,,,2.291292,,,0.0,,,,,,,,,,,,,23h26m32.69s,351.6361913,-04d36m23.96s,-4.6066569,260.036,2.374,-2.333,14.289,0.195,-0.195,11.438,0.023,-0.023,13.9384,0.000406,-0.000406,0
Kepler-1832 b,Kepler-1832,Gaia DR2 2075993990389052160,1,1,0,Kepler,0,3.138789892,,,0.0,0.037,,,0.0,0.0761,,,0.0,1.22719556,,,0,0.10948324,,,0,2.02,,,0,0.00637,,,0,6.01,,,0,0.0,,,0.0,257.32,114.36,-76.04,0.0,1022.0,,,0.0,88.1,,,0.0,0,14.571,0.592,-0.592,0.0,0.012262,0.000227,-0.000775,0.0,,,,,,,,,G8V,5242.0,157.0,-157.0,0.0,0.722,0.096,-0.078,0.0,0.684,0.098,-0.042,0,-0.54,0.3,-0.3,0.0,[Fe/H],-0.33658,,,0.0,4.556,0.09,-0.099,0.0,14.0,3.4,-3.4,0.0,4.38191,1.94774,-1.14372,0.0,,,,,,,,,,,,,19h59m24.43s,299.8517779,+43d43m55.42s,43.7320611,486.174,5.3715,-5.3715,14.577,0.103,-0.103,12.35,0.018,-0.018,14.3752,0.00024,-0.00024,0
Kepler-534 c,Kepler-534,Gaia DR2 2134886100904948608,1,2,0,Kepler,0,7.378689766,,,0.0,0.0761,,,0.0,0.133,,,0.0,1.227,,,0,0.1094658,,,0,2.02,,,0,0.00637,,,0,6.01,,,0,0.0,,,0.0,178.68,70.35,-31.66,0.0,933.0,,,0.0,88.0,,,0.0,0,16.01,4.6,-4.6,0.0,0.010098,0.000332,-0.000402,0.0,,,,,,,,,G1,5936.0,94.0,-130.0,0.0,0.965,0.139,-0.05,0.0,1.075,0.053,-0.09,0,0.07,0.15,-0.15,0.0,[Fe/H],0.14739,0.01938,-0.02758,0.0,4.501,0.019,-0.11,0.0,1.58,0.664,-0.329,0.0,1.09657,0.7566,-0.16578,0.0,,,,,,,,,,,,,19h45m40.46s,296.4185696,+49d32m24.53s,49.540148,570.659,11.599,-11.155,13.387,0.126,-0.126,11.708,0.034,-0.034,13.231,0.000284,-0.000284,0
K2-88 b,K2-88,Gaia DR2 56983706234931328,1,1,0,K2,0,4.6122,0.00018,-0.00018,0.0,0.0345,0.003,-0.003,0.0,0.312,,,0.0,1.23,0.25,-0.25,0,0.10973325,0.02230351,-0.02230351,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.26,0.234804,-0.217412,0.0,7.8,3.5,-3.5,0.0,428.3,,,,87.75,0.79,-0.51,0.0,0,19.98,1.78,-1.71,0.0,0.0436,0.0024,-0.0024,0.0,,,,,,,,,M4,3537.0,93.0,-93.0,0.0,0.256,0.049,-0.049,0.0,0.258,0.066,-0.066,0,0,,,,,-1.54478,0.09231,-0.11738,0.0,5.022,0.067,-0.067,0.0,,,,,7.181289,0.310249,-0.310249,0.0,,,,,,,,,,,,,03h39m00.35s,54.7514566,+19d07m11.88s,19.1199667,110.561,0.828,-0.815,15.523,0.079,-0.079,11.24,0.016,-0.016,14.5451,0.000565,-0.000565,0
Kepler-1055 b,Kepler-1055,Gaia DR2 2127020229079881856,1,1,0,Kepler,0,2.295036233,3.471e-06,-3.471e-06,0.0,0.0335,0.0002,-0.0002,0.0,0.086,,,0.0,1.23,0.07,-0.06,0,0.10973325,0.00624498,-0.00535284,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,647.256,12.625,-12.383,0.0,1304.0,,,0.0,89.14,,,0.0,0,10.71,1.2,-1.2,0.0,0.011982,0.000376,-0.000245,0.0,,,,,,,,,G4,5723.0,76.28,-61.68,0.0,0.94,0.045,-0.038,0.0,0.98,0.034,-0.038,0,-0.02,0.098,-0.099,0.0,[Fe/H],-0.14818,0.01805,-0.01167,0.0,4.49,0.029,-0.041,0.0,3.09,2.2,-1.44,0.0,1.42,0.03,-0.03,0.0,,,,,,,,,,,,,19h21m56.83s,290.4867838,+44d55m57.15s,44.932541,389.397,2.463,-2.433,13.194,0.092,-0.092,11.569,0.016,-0.016,13.0728,0.000732,-0.000732,0
Kepler-1104 b,Kepler-1104,Gaia DR2 2135002576119495936,1,1,0,Kepler,0,5.03728015,1.378e-05,-1.378e-05,0.0,0.06321,0.00035,-0.00035,0.0,0.119,,,0.0,1.23,0.14,-0.1,0,0.10973325,0.01248996,-0.0089214,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,813.524,41.175,-38.813,0.0,1321.0,,,0.0,80.72,,,0.0,0,20.32,2.8,-2.8,0.0,0.008187,0.000292,-0.000194,0.0,,,,,,,,,F7,6417.0,90.52,-84.06,0.0,1.41,0.149,-0.104,0.0,1.3,0.061,-0.051,0,0.13,0.097,-0.099,0.0,[Fe/H],0.51439,0.02942,-0.02735,0.0,4.25,0.055,-0.073,0.0,2.04,0.576,-0.586,0.0,0.44,0.04,-0.02,0.0,,,,,,,,,-31.17697,2.62849,-2.62849,0.0,19h37m52.44s,294.4685197,+49d19m51.52s,49.3309789,530.658,12.837,-12.255,12.125,0.046,-0.046,10.971,0.016,-0.016,12.0831,0.000207,-0.000207,0
Kepler-1146 b,Kepler-1146,Gaia DR2 2130684695175070848,1,1,0,Kepler,0,2.352265797,8.255e-06,-8.255e-06,0.0,0.0325,,,0.0,0.0462,,,0.0,1.23,0.1,-0.08,0,0.10973325,0.0089214,-0.00713712,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,227.962,13.624,-12.737,0.0,1019.0,,,0.0,89.48,,,0.0,0,10.7,1.3,-1.3,0.0,0.01631,0.001125,-0.00043,0.0,,,,,,,,,K4,4692.0,45.94,-42.25,0.0,0.7,0.023,-0.04,0.0,0.74,0.031,-0.039,0,-0.06,0.143,-0.158,0.0,[Fe/H],-0.64244,,,0.0,4.62,0.025,-0.031,0.0,4.9,5.87,-2.75,0.0,3.92223,0.60523,-1.53135,0.0,,,,,,,,,,,,,19h06m52.01s,286.716712,+47d25m32.37s,47.425658,703.038,16.713,-15.968,15.953,0.126,-0.126,13.518,0.038,-0.038,15.8497,0.000527,-0.000527,0
Kepler-1414 b,Kepler-1414,Gaia DR2 2104245357537867008,1,1,0,Kepler,0,3.51576315,1.186e-05,-1.186e-05,0.0,0.0426,,,0.0,0.0746,,,0.0,1.23,0.09,-0.08,0,0.10973325,0.00802926,-0.00713712,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,209.464,7.56,-7.252,0.0,1033.0,,,0.0,89.82,,,0.0,0,19.69,2.0,-2.0,0.0,0.014625,0.000854,-0.000658,0.0,,,,,,,,,K2,4951.0,74.11,-76.49,0.0,0.75,0.032,-0.036,0.0,0.8,0.035,-0.043,0,-0.02,0.154,-0.166,0.0,[Fe/H],-0.46384,,,0.0,4.59,0.023,-0.042,0.0,4.68,5.92,-2.8,0.0,11.12801,2.87109,-5.04083,0.0,,,,,,,,,,,,,18h59m42.86s,284.9285796,+42d25m20.31s,42.4223085,570.835,7.351,-7.17,14.989,0.137,-0.137,12.734,0.027,-0.027,14.8607,0.000383,-0.000383,0
Kepler-1481 b,Kepler-1481,Gaia DR2 2132652065075227648,1,1,0,Kepler,0,5.94220998,2.335e-05,-2.335e-05,0.0,0.059,,,0.0,0.129,,,0.0,1.23,0.08,-0.06,0,0.10973325,0.00713712,-0.00535284,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,71.94,2.213,-2.151,0.0,797.0,,,0.0,89.74,,,0.0,0,20.27,1.9,-1.9,0.0,0.014619,0.000858,-0.000406,0.0,,,,,,,,,K2,4908.0,52.54,-65.82,0.0,0.75,0.029,-0.031,0.0,0.8,0.032,-0.036,0,0.04,0.152,-0.161,0.0,[Fe/H],-0.58658,,,0.0,4.6,0.019,-0.04,0.0,3.89,6.13,-2.24,0.0,4.459,0.41957,-1.71613,0.0,,,,,,,,,,,,,19h17m45.36s,289.4390075,+49d43m52.40s,49.7312226,459.076,4.5855,-4.5855,14.929,0.035,-0.035,12.603,0.025,-0.025,14.7429,0.000831,-0.000831,0
Kepler-1595 b,Kepler-1595,Gaia DR2 2105726605858883456,1,1,0,Kepler,0,4.56380468,3.24e-05,-3.24e-05,0.0,0.051,,,0.0,0.0604,,,0.0,1.23,0.09,-0.1,0,0.10973325,0.00802926,-0.0089214,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,185.568,11.803,-11.019,0.0,980.0,,,0.0,88.56,,,0.0,0,14.46,5.9,-5.9,0.0,0.013586,0.00063,-0.000905,0.0,,,,,,,,,K0,5203.0,61.17,-66.07,0.0,0.8,0.047,-0.043,0.0,0.84,0.038,-0.045,0,-0.02,0.152,-0.166,0.0,[Fe/H],-0.36327,,,0.0,4.56,0.03,-0.061,0.0,4.68,6.19,-2.85,0.0,2.74456,1.11304,-0.96007,0.0,,,,,,,,,,,,,19h02m53.46s,285.7227502,+43d00m34.15s,43.0094855,845.022,21.858,-20.802,15.508,0.16,-0.16,13.527,0.039,-0.039,15.4006,0.000437,-0.000437,0
Kepler-1646 b,Kepler-1646,Gaia DR2 2102601381497162240,1,1,0,Kepler,0,4.48558383,1.05e-05,-1.05e-05,0.0,0.0295,,,0.0,0.231,,,0.0,1.23,0.28,-0.24,0,0.10973325,0.02497993,-0.02141137,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,4.2,1.91,-1.11,0.0,365.0,,,0.0,89.36,,,0.0,0,39.8,10.9,-10.9,0.0,0.044393,0.004105,-0.001652,0.0,,,,,,,,,M6,3299.0,36.22,-41.07,0.0,0.26,0.054,-0.05,0.0,0.24,0.064,-0.058,0,0.04,0.127,-0.131,0.0,[Fe/H],-1.77984,0.09549,-0.12258,0.0,5.01,0.072,-0.067,0.0,4.68,5.89,-2.87,0.0,9.784589,0.323717,-0.323717,0.0,,,,,,,,,,,,,19h10m06.36s,287.5264859,+42d54m46.57s,42.9129356,127.591,0.621,-0.614,16.8419,0.0464,-0.0464,12.029,0.016,-0.016,15.6554,0.00086,-0.00086,0
Kepler-1987 b,Kepler-1987,Gaia DR2 2078000289864478976,1,4,0,Kepler,0,2.345863002,9.55e-06,-9.55e-06,0.0,0.0318,,,0.0,0.0534,,,0.0,1.23,0.11,-0.09,0,0.10973344,0.00981356,-0.00802928,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,233.38,89.19,-58.6,0.0,997.0,,,0.0,89.81,,,0.0,0,10.85,1.0,-1.0,0.0,0.015717,0.000887,-0.000635,0.0,,,,,,,,,K3V,4769.0,172.0,-172.0,0.0,0.714,0.068,-0.049,0.0,0.799,0.041,-0.081,0,0.12,0.25,-0.3,0.0,[Fe/H],-0.61631,,,0.0,4.622,0.024,-0.06,0.0,,,,0.0,4.38761,0.41091,-1.99224,0.0,,,,,,,,,,,,,19h43m18.11s,295.8254663,+42d56m36.14s,42.9433716,595.683,10.608,-10.249,15.477,0.389,-0.389,13.154,0.029,-0.029,15.505,0.000451,-0.000451,0
Kepler-252 b,Kepler-252,Gaia DR2 2079662785806103936,1,2,0,Kepler,0,6.668391,3.1e-05,-3.1e-05,0.0,0.058,,,0.0,0.153,,,0.0,1.23,0.12,-0.12,0,0.11,0.011,-0.011,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,39.264,1.001,-0.973,0.0,587.0,,,0.0,88.24,,,0.0,0,25.9,6.4,-6.4,0.0,0.018574,0.000598,-0.000861,0.0,,,,,,,,,M0 V,4208.0,150.0,-150.0,0.0,0.549,0.032,-0.032,0.0,0.61,0.015,-0.015,0,-0.13,0.088,-0.088,0.0,[Fe/H],-0.78566,,,0.0,4.721,0.2,-0.2,0.0,13.9,3.6,-3.6,0.0,3.83419,0.13182,-1.04099,0.0,,,,,,,,,,,,,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,3.512,-3.45,15.406,0.069,-0.069,12.466,0.018,-0.018,15.0293,0.000415,-0.000415,0
Kepler-271 b,Kepler-271,Gaia DR2 2105343799713595904,1,3,0,Kepler,0,10.43547805,2.7e-05,-2.7e-05,0.0,0.08784,0.00105,-0.00105,0.0,0.217,,,0.0,1.23,0.08,-0.07,0,0.10973325,0.00713712,-0.00624498,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,75.957,2.074,-2.003,0.0,759.0,,,0.0,89.57,,,0.0,0,23.3,2.5,-2.5,0.0,0.013466,0.000409,-0.000292,0.0,,,,,,,,,G6,5555.0,60.07,-59.33,0.0,0.87,0.046,-0.042,0.0,0.9,0.041,-0.045,0,-0.13,0.121,-0.122,0.0,[Fe/H],-0.25319,0.0168,-0.01392,0.0,4.52,0.035,-0.05,0.0,4.57,3.34,-2.58,0.0,1.36,0.09,-0.08,0.0,,,,,,,,,,,,,18h52m00.70s,283.0029316,+44d17m02.79s,44.284108,404.542,3.848,-3.777,13.578,0.16,-0.16,11.745,0.021,-0.021,13.4284,0.000605,-0.000605,0
Kepler-882 b,Kepler-882,Gaia DR2 2077988401397704320,1,1,0,Kepler,0,3.989539666,9.758e-06,-9.758e-06,0.0,0.04741,0.00045,-0.00045,0.0,0.094,,,0.0,1.23,0.15,-0.09,0,0.10973325,0.0133821,-0.00802926,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,259.029,6.303,-6.128,0.0,903.0,,,0.0,89.75,,,0.0,0,19.33,1.8,-1.8,0.0,0.012629,0.000635,-0.000341,0.0,,,,,,,,,G7,5476.0,141.55,-156.54,0.0,0.87,0.098,-0.061,0.0,0.9,0.051,-0.054,0,-0.03,0.14,-0.165,0.0,[Fe/H],-0.27313,,,0.0,4.52,0.047,-0.095,0.0,4.57,5.48,-2.88,0.0,1.5,0.08,-0.08,0.0,,,,,,,,,,,,,19h38m36.01s,294.6500256,+43d20m08.20s,43.3356106,504.605,4.15,-4.084,14.188,0.126,-0.126,12.268,0.019,-0.019,14.0774,0.000289,-0.000289,0
Kepler-884 b,Kepler-884,Gaia DR2 2129894833510904448,1,1,0,Kepler,0,5.69919514,1.359e-05,-1.359e-05,0.0,0.06116,0.00057,-0.00057,0.0,0.128,,,0.0,1.23,0.05,-0.05,0,0.10973325,0.0044607,-0.0044607,0,2.04,,,0,0.00642,,,0,6.02,,,0,0.0,,,0.0,139.5,23.3,-23.3,0.0,964.0,,,0.0,89.98,,,0.0,0,18.429,0.983,-0.983,0.0,0.011651,0.000323,-0.000284,0.0,,,,,,,,,G4,5715.0,62.9,-52.56,0.0,0.94,0.033,-0.028,0.0,1.0,0.028,-0.029,0,0.05,0.088,-0.088,0.0,[Fe/H],-0.31335,0.05903,-0.06833,0.0,4.49,0.021,-0.029,0.0,2.45,1.66,-0.934,0.0,1.39,0.11,-0.15,0.0,,,,,,,,,-33.12806,5.3404,-5.3404,0.0,19h30m20.26s,292.5844328,+49d55m23.52s,49.9232012,476.733,,,13.164,0.08,-0.08,11.547,0.018,-0.018,13.0469,0.000648,-0.000648,0
Kepler-50 b,Kepler-50,Gaia DR2 2132885157240180864,1,2,0,Kepler,0,7.81254,0.0001,-0.0001,0.0,0.077,0.012,-0.02,0.0,0.308,,,0.0,1.71,0.05,-0.1,0,0.153,0.004,-0.009,0,8.9,,,1,0.02800253,,,1,6.04982,13.426821,-13.426821,0,0.0,,,0.0,494.705,11.374,-11.154,0.0,1196.0,,,0.0,89.88,,,0.0,1,10.5263,3.7594,-1.4354,0.0,0.01074,0.00015,-0.00015,0.0,0.02916,2.61639,-2.61639,0.0,,,,,F8,6225.0,66.0,-66.0,0.0,1.58,0.02,-0.02,0.0,1.24,0.05,-0.05,0,0.03,0.06,-0.06,0.0,[Fe/H],0.53582,0.0178,-0.0158,0.0,4.132,0.005,-0.005,0.0,3.8,0.8,-0.8,0.0,0.441,0.004,-0.004,0.0,,,,,,,,,-2.71492,0.36077,-0.36077,0.0,19h12m24.22s,288.1009312,+50d02m01.26s,50.0336844,250.11,1.876,-1.848,10.544,0.007,-0.007,9.197,0.019,-0.019,10.3621,0.00045,-0.00045,0
TOI-1468 b,TOI-1468,Gaia DR2 2785466581298775680,1,2,0,Transiting Exoplanet Survey Satellite (TESS),0,1.8805201,2.5e-06,-3e-06,0.0,0.02107,0.00016,-0.00016,0.0,0.852,,,0.0,1.401,0.059,-0.06,0,0.12498906,0.00526364,-0.00535285,0,3.04,0.46,-0.46,0,0.00956491,0.00144732,-0.00144732,0,6.1,1.3,-1.1,0,0.0099,0.018,-0.005,0.0,36.4,1.3,-1.3,0.0,683.5,6.3,-6.2,0.0,87.82,0.42,-0.34,0.0,0,12.2,0.35,-0.33,0.0,0.03461,0.00092,-0.001,0.0,3.16,0.48,-0.47,0.0,,,,,M3.0 V,3376.0,45.0,-44.0,0.0,0.3714,0.01,-0.01,0.0,0.3527,0.0081,-0.0079,0,-0.01,0.21,-0.22,0.0,[Fe/H],-1.7921,0.01429,-0.01422,0.0,4.846,0.025,-0.025,0.0,,,,,9.7,0.85,-0.76,0.0,2.0,,,1.0,42.5,1.5,-1.5,0.0,,,,,01h06m36.93s,16.6538724,+19d13m29.71s,19.2249195,24.7399,0.0469,-0.0467,12.5,0.2,-0.2,8.497,0.017,-0.017,12.1172,0.000697,-0.000697,0
HD 110113 c,HD 110113,Gaia DR2 6133384959942131968,1,2,0,La Silla Observatory,0,6.744,0.008,-0.009,0.0,0.068,0.001,-0.002,0.0,0.64,,,0.0,2.11384817,4.644325,-4.644325,0,0.18858523,0.41433964,-0.41433964,0,10.5,1.2,-1.2,0,0.03303653,0.0037756,-0.0037756,0,6.11,,,0,0.045,0.079,-0.038,0.0,199.9,8.1,-8.1,0.0,990.0,10.0,-10.0,0.0,,,,,0,,,,,,,,,3.58,0.37,-0.37,0.0,,,,,G,5732.0,50.0,-50.0,0.0,0.968,0.018,-0.018,0.0,0.997,0.06,-0.06,0,0.14,0.02,-0.02,0.0,[Fe/H],-0.03235,0.00379,-0.00383,0.0,4.46,0.05,-0.05,0.0,4.0,0.5,-0.5,0.0,1.511869,0.366749,-0.265463,0.0,1.74,0.15,-0.15,0.0,20.8,1.2,-1.2,0.0,17.13053,0.22751,-0.22751,0.0,12h40m08.78s,190.0365636,-44d18m43.48s,-44.3120777,106.307,0.724,-0.715,10.09,0.03,-0.03,8.502,0.024,-0.024,9.91036,0.000452,-0.000452,0
HD 158259 b,HD 158259,Gaia DR2 1416050859226670848,1,5,0,Haute-Provence Observatory,0,2.178,9e-05,-0.0001,0.0,,,,,,,,,1.28228,0.0665152,-0.0665152,0,0.11439756,0.0059341,-0.0059341,0,2.22,0.39,-0.45,0,0.00698487,0.00122707,-0.00141585,0,6.12,1.16,-1.65,0,0.0,,,,759.183,,,0.0,1462.0,,,0.0,,,,,0,,,,,,,,,1.05103,0.18,-0.19,0.0,,,,,G0,5801.89,124.62,-124.62,0.0,1.21,0.03,-0.08,0.0,1.08,0.1,-0.1,0,0,,,,,0.21233,0.00057,-0.00057,0.0,4.25132,0.07516,-0.07516,0.0,,,,,0.72532,0.16601,-0.138269,0.0,2.9,1.0,-1.0,0.0,20.0,7.0,-7.0,0.0,13.3,0.2,-0.2,0.0,17h25m23.90s,261.3495847,+52d47m25.70s,52.7904721,27.0498,0.0215,-0.0215,6.47915,0.023,-0.023,4.965,0.023,-0.023,6.30694,0.0003985,-0.0003985,0
HD 23472 b,HD 23472,Gaia DR2 4674216245427964416,1,5,0,Transiting Exoplanet Survey Satellite (TESS),0,17.667087,4.2e-05,-4.2e-05,0.0,0.1162,0.0018,-0.0018,0.0,2.98,,,0.0,2.0,0.11,-0.1,0,0.17842836,0.00981356,-0.00892142,0,8.32,0.78,-0.79,0,0.02617765,0.00245415,-0.00248562,0,6.15,1.2,-1.0,0,0.072,0.039,-0.04,0.0,16.0,1.8,-1.6,0.0,543.0,18.0,-18.0,0.0,88.93,0.16,-0.16,0.0,0,37.1,2.1,-1.9,0.0,0.02597,0.00076,-0.00083,0.0,2.68,0.24,-0.25,0.0,,,,,K4 V,4684.0,99.0,-99.0,0.0,0.71,0.02,-0.02,0.0,0.67,0.03,-0.03,0,-0.2,0.05,-0.05,0.0,[Fe/H],-0.62525,0.02665,-0.0284,0.0,4.53,0.08,-0.08,0.0,,,,,2.706866,0.253769,-0.253769,0.0,1.45,0.17,-0.17,0.0,40.1,1.0,-0.87,0.0,34.55274,0.00055,-0.00055,0.0,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,9.73,0.03,-0.03,7.207,0.023,-0.023,9.38476,0.000227,-0.000227,0
HD 260655 b,HD 260655,Gaia DR2 3359074685047632640,1,2,0,Transiting Exoplanet Survey Satellite (TESS),0,2.76953,3e-05,-3e-05,0.0,0.02933,0.00024,-0.00024,0.0,2.93,,,0.0,1.24,0.023,-0.023,0,0.11062558,0.00205193,-0.00205193,0,2.14,0.34,-0.34,0,0.00673319,0.00106976,-0.00106976,0,6.2,1.0,-1.0,0,0.039,0.043,-0.023,0.0,42.2,0.7,-0.7,0.0,709.0,4.0,-4.0,0.0,87.35,0.14,-0.14,0.0,0,14.43,0.29,-0.29,0.0,0.02586,0.00046,-0.00046,0.0,1.69,0.27,-0.27,0.0,,,,,M0 V,3803.0,10.0,-10.0,0.0,0.439,0.003,-0.003,0.0,0.439,0.011,-0.011,0,-0.43,0.04,-0.04,0.0,[Fe/H],-1.43997,0.00215,-0.00216,0.0,5.2,0.07,-0.07,0.0,5.0,3.0,-3.0,0.0,7.3,0.46,-0.43,0.0,2.0,,,1.0,37.5,0.4,-0.4,0.0,-58.75,0.02,-0.02,0.0,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,0.00505,-0.00505,9.63,0.1,-0.1,5.862,0.024,-0.024,8.876041,0.000554,-0.000554,2
