Planet_name,Host_name,gaia_id,Number_of_stars,Number_of_planets,Number_of_moons,disc_facility,Planet_controversial_flag,Orbital_period[days],delta_orbpererr1,delta_orbpererr2,pl_orbperlim,Orbit_semimajor_axis,delta_orbsmaxerr1,delta_orbsmaxerr2,pl_orbsmaxlim,angular_separation[mas],delta_angseperr1,delta_angseperr2,pl_angseplim,Planet_radius[Earth],delta_radeerr1,delta_radeerr2,pl_radelim,Planet_radius[Jupiter],delta_radjerr1,delta_radjerr2,pl_radjlim,Planet_mass[Earth],delta_bmasseerr1,delta_bmasseerr2,pl_bmasselim,Planet_mass[Jupiter],delta_bmassjerr1,delta_bmassjerr2,pl_bmassjlim,Planet_density[g/cm^3],delta_denserr1,delta_denserr2,pl_denslim,Orbit_eccentricity,delta_orbeccenerr1,delta_orbeccenerr2,pl_orbeccenlim,Planet_insolation_flux[Earth],delta_insolerr1,delta_insolerr2,pl_insollim,Planet_equilibrium_temperature[K],delta_eqterr1,delta_eqterr2,pl_eqtlim,Orbital_inclinitation[deg],delta_orbinclerr1,delta_orbinclerr2,pl_orbincllim,ttv_flag,Ratio_semimajor_stellarradius,delta_ratdorerr1,delta_ratdorerr2,pl_ratdorlim,Ratio_planetradius/stellar,delta_ratrorerr1,delta_ratrorerr2,pl_ratrorlim,Radial_velocity_amplitude[m/s],delta_rvamperr1,delta_rvamperr2,pl_rvamplim,True_Obliquity,delta_trueobliqerr1,delta_trueobliqerr2,pl_trueobliqlim,Spectral_type,Stellar_effective_temperature,delta_tefferr1,delta_tefferr2,st_tefflim,Stellar_radius,delta_raderr1,delta_raderr2,st_radlim,Stellar_mass,delta_masserr1,delta_masserr2,st_masslim,Stellar_metallicity[dex],delta_meterr1,delta_meterr2,st_metlim,Stellar_metallicity_ratio,Stellar_luminocity[log(sun)],delta_lumerr1,delta_lumerr2,st_lumlim,Stellar_gravity_logg,delta_loggerr1,delta_loggerr2,st_logglim,Stelar_age[Gyr],delta_ageerr1,delta_ageerr2,st_agelim,Stellar_density[g/cm^3],delta_denserr1.1,delta_denserr2.1,st_denslim,Stelar_rotational_velocity[km/s],delta_vsinerr1,delta_vsinerr2,st_vsinlim,Stellar_rotational_period[days],delta_rotperr1,delta_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,RA[sexagesimal],RA[deg],DEC[sexagesimal],DEC,Distance[parsec],delta_disterr1,delta_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,st_nspec
Kepler-36 b,Kepler-36,Gaia DR2 2129931456691176576,1,2,0,Kepler,0,13.86825,0.0005,-0.0005,0.0,0.11419,0.0008,-0.0008,0.0,0.216,,,0.0,1.498,0.061,-0.049,0,0.13364261,0.00544206,-0.00437149,0,3.83,0.11,-0.1,0,0.01205047,0.0003461,-0.00031463,0,6.26,0.79,-0.64,0,0.0,,,0.0,247.0,32.0,-32.0,0.0,978.0,11.0,-11.0,0.0,90.01,0.69,-0.71,0.0,1,10.111,0.094,-0.094,0.0,0.00838,0.00016,-0.00017,0.0,0.28265,0.98214,-0.98214,0.0,,,,,G1,5979.0,60.0,-60.0,0.0,1.634,0.042,-0.04,0.0,1.034,0.022,-0.022,0,-0.18,0.04,-0.04,0.0,[Fe/H],0.51005,0.01329,-0.02072,0.0,4.1,0.1,-0.1,0.0,7.41,0.53,-0.49,0.0,0.3508,0.0056,-0.0056,0.0,4.9,1.0,-1.0,0.0,,,,,9.39315,1.30437,-1.30437,0.0,19h25m00.04s,291.2501859,+49d13m54.51s,49.2318073,527.956,6.105,-5.969,11.941,0.025,-0.025,10.788,0.022,-0.022,12.0767,0.00017,-0.00017,0
WASP-47 e,WASP-47,Gaia DR2 2613413008919918976,1,4,0,K2,0,0.78961,3e-05,-3e-05,0.0,0.01673,0.00053,-0.00053,0.0,0.0632,,,0.0,1.83,0.02,-0.02,0,0.16326195,0.00178428,-0.00178428,0,9.0,0.6,-0.4,0,0.02831717,0.00188781,-0.00125854,0,6.29,0.6,-0.6,0,0.0,,,0.0,4895.0,2087.0,-2087.0,0.0,1987.9,,,,86.73,1.76,-1.76,0.0,0,3.205,0.014,-0.014,0.0,0.01458,0.00013,-0.00013,0.0,4.55,0.37,-0.37,0.0,,,,,G9,5565.0,60.0,-60.0,0.0,1.156,0.009,-0.009,0.0,1.058,0.047,-0.047,0,0.43,0.04,-0.04,0.0,[Fe/H],0.03167,0.01749,-0.0222,0.0,4.3437,0.0063,-0.0063,0.0,6.5,2.6,-1.2,0.0,0.998,0.014,-0.014,0.0,1.8,0.24,-0.16,0.0,39.4,2.2,-4.5,0.0,-27.056,0.004,,0.0,22h04m48.74s,331.203092,-12d01m08.64s,-12.019067,264.78,4.888,-4.716,11.936,0.046,-0.046,10.192,0.026,-0.026,11.7889,0.000253,-0.000253,0
HIP 29442 c,HD 42813,Gaia DR2 2993561629444856960,1,3,0,Paranal Observatory,0,3.5379559,8.2e-06,-8.2e-06,0.0,0.04518,0.00082,-0.00082,0.0,0.663,,,0.0,1.551,0.045,-0.045,0,0.13837119,0.00401464,-0.00401464,0,4.5,0.32,-0.32,0,0.01415858,0.00100683,-0.00100683,0,6.3,1.7,-1.3,0,0.0,,,,451.0,31.0,-31.0,0.0,1123.0,19.0,-19.0,0.0,86.3,0.8,-0.6,0.0,0,9.72,0.18,-0.18,0.0,0.01453,0.0004,-0.0004,0.0,2.04,0.11,-0.11,0.0,,,,,K0,5289.0,69.0,-69.0,0.0,0.98,0.007,-0.007,0.0,0.901,0.043,-0.043,0,0.24,0.05,-0.05,0.0,[Fe/H],-0.1549,0.01822,-0.01902,0.0,4.39,0.03,-0.03,0.0,11.2,3.4,-3.4,0.0,1.423925,0.098688,-0.098688,0.0,1.94,0.45,-0.45,0.0,40.0,2.7,-2.4,0.0,,,,,06h12m13.88s,93.0578446,-14d38m57.54s,-14.6493167,68.192,0.1772,-0.1763,9.49,0.03,-0.03,7.587,0.024,-0.024,9.27468,0.000294,-0.000294,0
K2-32 e,K2-32,Gaia DR2 4130539180358512768,2,4,0,K2,0,4.34934,0.00039,-0.00039,0.0,0.04899,0.00041,-0.00038,0.0,0.311,,,0.0,1.212,0.052,-0.046,0,0.10812758,0.00463914,-0.00410385,0,2.1,1.3,-1.1,0,0.00660734,0.00409026,-0.00346099,0,6.3,4.13,-3.49,0,0.043,0.048,-0.03,0.0,,,,,1066.0,16.0,-18.0,0.0,89.0,0.7,-0.7,0.0,0,12.24,0.4,-0.36,0.0,0.01294,0.00042,-0.0004,0.0,0.92,0.57,-0.51,0.0,,,,,G9 V,5271.0,39.0,-35.0,0.0,0.86,0.02,-0.02,0.0,0.83,0.02,-0.02,0,-0.06,0.03,-0.03,0.0,[Fe/H],-0.29607,0.02263,-0.02111,0.0,4.49,0.03,-0.03,0.0,7.9,4.5,-4.5,0.0,1.832774,0.183277,-0.155081,0.0,0.7,,,0.0,,,,,-2.1983,0.0004,-0.0005,0.0,16h49m42.24s,252.426008,-19d32m34.98s,-19.5430504,157.682,1.309,-1.288,12.304,0.092,-0.092,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,0
TOI-6255 b,TOI-6255,Gaia DR2 1956328333130770048,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,0.23818244,1.2e-07,-1.2e-07,0.0,0.0054,,,,,,,,1.079,0.065,-0.065,0,0.0962621,0.00579892,-0.00579892,0,1.44,0.14,-0.14,0,0.00453075,0.00044049,-0.00044049,0,6.3,,,0,0.0,,,0.0,588.9944,,,0.0,1256.46,,,0.0,74.4,1.2,-1.2,0.0,0,3.1,0.12,-0.12,0.0,0.0267,0.0014,-0.0014,0.0,2.98,0.28,-0.28,0.0,,,,,M3V,3421.0,70.0,-70.0,0.0,0.37,0.011,-0.011,0.0,0.353,0.015,-0.015,0,-0.14,0.09,-0.09,0.0,[Fe/H],-1.77344,0.09494,-0.12168,0.0,4.85,0.044,-0.044,0.0,,,,,9.8,1.0,-1.0,0.0,,,,,,,,,,,,,22h06m00.76s,331.5031606,+39d17m55.78s,39.2988284,20.3167,0.0236,-0.0236,12.747,0.052,-0.052,8.071,0.02,-0.02,11.6345,0.000929,-0.000929,0
Kepler-184 c,Kepler-184,Gaia DR2 2125831210335846016,1,3,0,Kepler,0,20.303005,8.7e-05,-8.7e-05,0.0,0.141,,,0.0,0.231,,,0.0,1.97,1.11,-1.11,0,0.176,0.099,-0.099,0,8.8,7.4,-5.7,0,0.028,0.023,-0.018,0,6.32,,,0,0.0,,,0.0,29.875,1.002,-0.973,0.0,630.0,,,0.0,87.96,,,0.0,0,17.9,2.6,-2.6,0.0,0.021708,0.000247,-0.000631,0.0,,,,,,,,,G2,5788.0,200.0,-200.0,0.0,0.873,0.49,-0.49,0.0,0.872,0.024,-0.028,0,-0.1958,0.0134,-0.0134,0.0,[M/H],-0.22509,,,0.0,4.51,0.3,-0.3,0.0,2.95,2.8,-1.88,0.0,1.59,0.07,-0.09,0.0,,,,,,,,,,,,,19h27m48.45s,291.9518784,+43d04m28.62s,43.0746172,610.326,6.0115,-6.0115,14.42,0.069,-0.069,12.69,0.029,-0.029,14.3115,0.000241,-0.000241,0
HD 219134 b,HD 219134,Gaia DR2 2009481748875806976,1,6,0,Roque de los Muchachos Observatory,0,3.092926,1e-05,-1e-05,0.0,0.03876,0.00047,-0.00047,0.0,5.93,,,0.0,1.602,0.055,-0.055,0,0.14292087,0.00490677,-0.00490677,0,4.74,0.19,-0.19,0,0.01491363,0.0005978,-0.0005978,0,6.34,0.72,-0.72,0,0.0,,,0.0,176.2,5.5,-5.5,0.0,1015.0,8.0,-8.0,0.0,85.05,0.09,-0.09,0.0,0,10.714,0.006,-0.006,0.0,0.0189,0.0006,-0.0006,0.0,2.381,0.075,-0.075,0.0,,,,,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0,0.11,0.04,-0.04,0.0,[Fe/H],-0.57741,0.00813,-0.00829,0.0,4.567,0.018,-0.018,0.0,11.0,2.2,-2.2,0.0,2.438,0.103,-0.103,0.0,0.4,0.5,-0.5,0.0,,,,,-18.42,0.002,-0.002,0.0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,5
TOI-1411 b,TOI-1411,Gaia DR2 1401760747118886016,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,1.4520527,1.7e-06,-1.7e-06,0.0,0.02122,0.0004,-0.0004,0.0,0.653,,,0.0,1.19880592,0.04935874,-0.04474058,0,0.10695049,0.0044035,-0.00399149,0,2.0,1.2,-1.1,0,0.0062927,0.00377562,-0.00346099,0,6.36,3.71,-4.14,0,0.0,,,0.0,266.85,,,0.0,976.4,18.2,-17.55,0.0,,,,,0,,,,,0.0179008,0.0005017,-0.00044961,0.0,1.55,0.93,-0.93,0.0,,,,,K3V,4115.0,42.0,-45.0,0.0,0.614,0.0185,-0.0169,0.0,0.6045,0.0148,-0.0129,0,0.012,0.071,-0.075,0.0,[Fe/H],-1.01323,0.03853,-0.03253,0.0,4.64,0.015,-0.016,0.0,9.6,6.6,-6.3,0.0,3.6333,0.2347,-0.2326,0.0,,,,,,,,,,,,,15h31m47.05s,232.946047,+47d03m19.98s,47.0555507,32.4778,0.0225,-0.0225,10.51,0.03,-0.03,7.25,0.021,-0.021,9.87723,0.000526,-0.000526,0
EPIC 249893012 b,EPIC 249893012,Gaia DR2 6259263137059042048,1,3,0,K2,0,3.5951,0.0003,-0.0003,0.0,0.047,0.005,-0.007,0.0,0.146,,,0.0,1.95,0.09,-0.08,0,0.17396735,0.00802926,-0.00713712,0,8.75,1.09,-1.08,0,0.02753044,0.00342951,-0.00339804,0,6.39,1.19,-1.04,0,0.06,0.08,-0.04,0.0,1037.0,482.0,-207.0,0.0,1616.0,149.0,-79.0,0.0,86.14,2.6,-3.5,0.0,0,5.93,0.96,-0.6,0.0,0.0104,0.0004,-0.0004,0.0,3.55,0.43,-0.43,0.0,,,,,G8 IV/V,5430.0,85.0,-85.0,0.0,1.71,0.04,-0.04,0.0,1.05,0.05,-0.05,0,0.2,0.05,-0.05,0.0,[Fe/H],0.35568,0.00813,-0.00828,0.0,3.99,0.03,-0.03,0.0,9.0,0.5,-0.6,0.0,0.298,0.026,-0.023,0.0,2.1,0.5,-0.5,0.0,41.0,10.0,-10.0,0.0,22.35629,0.55164,-0.55164,0.0,15h12m59.58s,228.2482353,-16d43m28.73s,-16.7246474,321.296,4.189,-4.085,11.429,0.022,-0.022,9.714,0.023,-0.023,11.4019,0.000495,-0.000495,0
HD 15337 b,HD 15337,Gaia DR2 5068777809824976256,1,2,0,Transiting Exoplanet Survey Satellite (TESS),0,4.7559804,6.2e-06,-3.7e-06,0.0,0.05245,0.00085,-0.00072,0.0,1.17,,,0.0,1.77,0.032,-0.03,0,0.1579091,0.00285485,-0.00267643,0,6.519,0.409,-0.4,0,0.02051107,0.00128686,-0.00125854,0,6.458,0.518,-0.51,0,0.058,0.022,-0.016,0.0,161.7314,,,0.0,1001.0,11.5,-11.5,0.0,89.3,0.48,-0.57,0.0,0,13.11,0.16,-0.15,0.0,0.01898,0.0003,-0.00026,0.0,2.82,0.15,-0.15,0.0,,,,,K1 V,5131.0,74.0,-74.0,0.0,0.855,0.008,-0.008,0.0,0.829,0.038,-0.038,0,0.03,0.04,-0.04,0.0,[Fe/H],-0.32606,0.02066,-0.02266,0.0,4.48,0.04,-0.04,0.0,9.6,3.8,-3.9,0.0,1.880708,0.105737,-0.111376,0.0,1.0,1.0,-1.0,0.0,36.528,0.022,-0.022,0.0,-3.7977,0.0012,-0.0012,0.0,02h27m28.29s,36.8678846,-27d38m10.02s,-27.6361171,44.8155,0.0707,-0.0704,9.1,0.03,-0.03,7.044,0.018,-0.018,8.85598,0.000178,-0.000178,0
55 Cnc e,55 Cnc,Gaia DR2 704967037090946688,2,5,0,McDonald Observatory,0,0.7365474,1.3e-06,-1.4e-06,0.0,0.01544,5e-05,-5e-05,0.0,1.23,,,0.0,1.875,0.029,-0.029,0,0.1672763,0.00258721,-0.00258721,0,7.99,0.32,-0.33,0,0.02513923,0.00100683,-0.00103829,0,6.66,0.43,-0.4,0,0.05,0.03,-0.03,0.0,2657.8322,,,0.0,1958.0,15.0,-15.0,0.0,83.59,0.47,-0.44,0.0,0,3.52,0.01,-0.01,0.0,0.0182,0.0002,-0.0002,0.0,6.02,0.24,-0.23,0.0,23.0,15.0,-12.0,0.0,G8V,5172.0,18.0,-18.0,0.0,0.943,0.01,-0.01,0.0,0.905,0.015,-0.015,0,0.35,0.1,-0.1,0.0,[Fe/H],-0.19695,0.0125,-0.01039,0.0,4.43,0.02,-0.02,0.0,5.5,2.5,-2.5,0.0,1.521203,0.007049,-0.007049,0.0,1.23,0.01,-0.01,1.0,38.8,0.05,-0.05,0.0,27.40949,8e-05,-8e-05,0.0,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,12.5855,0.0124,-0.0123,5.95084,0.023,-0.023,4.015,0.036,-0.036,5.72973,0.0008523,-0.0008523,11
GJ 486 b,GJ 486,Gaia DR2 3735000631158990976,1,1,0,Calar Alto Observatory,0,1.46712127,3.1e-07,-3.5e-07,0.0,0.01714,0.00013,-0.00013,0.0,2.12,,,0.0,1.289,0.019,-0.014,0,0.11499708,0.00169507,-0.001249,0,2.77,0.076,-0.073,0,0.00871539,0.00023912,-0.00022968,0,6.66,0.23,-0.29,0,0.00086,0.0016,-0.00043,0.0,39.2,1.7,-1.6,0.0,696.3,7.2,-7.3,0.0,89.39,0.41,-0.42,0.0,0,11.38,0.074,-0.15,0.0,0.037244,5.9e-05,-5.6e-05,0.0,3.389,0.076,-0.075,0.0,,,,,M3.5 V,3317.0,36.0,-37.0,0.0,0.3243,0.0044,-0.0034,0.0,0.312,0.007,-0.0069,0,-0.15,0.13,-0.12,0.0,[Fe/H],-1.93892,0.01738,-0.01771,0.0,4.9111,0.0068,-0.011,0.0,4.0,4.0,-3.0,0.0,12.95,0.25,-0.5,0.0,2.0,,,1.0,130.1,1.6,-1.2,0.0,19.106,0.013,-0.013,0.0,12h47m55.57s,191.981531,+09d44m57.91s,9.7494181,8.07426,0.004095,-0.004095,11.39,0.1,-0.1,6.362,0.018,-0.018,10.094,0.000746,-0.000746,0
LHS 1478 b,LHS 1478,Gaia DR2 549007291282705024,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,1.9495378,4e-06,-4.1e-06,0.0,0.01848,0.00061,-0.00063,0.0,1.01,,,0.0,1.242,0.051,-0.049,0,0.11080401,0.00454992,-0.00437149,0,2.33,0.2,-0.2,0,0.007331,0.00062927,-0.00062927,0,6.67,1.03,-0.89,0,0.0,,,,23.3722,,,0.0,595.0,10.0,-10.0,0.0,87.452,0.052,-0.048,0.0,0,16.119,0.088,-0.094,0.0,0.0462,0.0011,-0.001,0.0,3.13,0.23,-0.25,0.0,,,,,m3 V,3381.0,54.0,-54.0,0.0,0.246,0.008,-0.008,0.0,0.236,0.012,-0.012,0,-0.13,0.19,-0.19,0.0,[Fe/H],-2.14569,0.00723,-0.00735,0.0,4.87,0.06,-0.06,0.0,,,,,22.2,2.5,-2.5,0.0,2.0,,,1.0,,,,,,,,,02h57m21.33s,44.3388743,+76d33m05.06s,76.5514045,18.2276,0.011,-0.011,13.304,0.04,-0.04,8.767,0.022,-0.022,12.2598,0.000277,-0.000277,0
LHS 1815 b,LHS 1815,Gaia DR2 5500061456275483776,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,3.814334,8.4e-05,-8.4e-05,0.0,0.0404,0.0094,-0.0094,0.0,1.35,,,0.0,1.088,0.064,-0.064,0,0.09706503,0.00570971,-0.00570971,0,1.58,0.64,-0.6,0,0.00497124,0.00201367,-0.00188781,0,6.7,3.1,-2.7,0,0.0,,,0.0,26.3712,,,0.0,617.0,84.0,-84.0,0.0,88.125,1.113,-1.113,0.0,0,17.403,2.816,-2.816,0.0,0.0199,0.0009,-0.0009,0.0,1.02,0.41,-0.39,0.0,,,,,M1,3643.0,142.0,-142.0,0.0,0.501,0.03,-0.03,0.0,0.502,0.015,-0.015,0,-0.12,0.09,-0.09,0.0,[Fe/H],-1.38722,0.04043,-0.04458,0.0,4.77,0.03,-0.03,0.0,,,,,5.6,2.7,-2.7,0.0,,,,,47.8,0.7,-0.7,0.0,42.2205,0.24909,-0.24909,0.0,06h04m21.60s,91.0899861,-55d18m41.54s,-55.3115376,29.8424,0.0239,-0.0239,12.167,0.047,-0.047,7.993,0.02,-0.02,11.2362,0.000708,-0.000708,0
TOI-238 b,TOI-238,Gaia DR2 2405081733281425280,1,2,0,Transiting Exoplanet Survey Satellite (TESS),0,1.273114,2e-06,-2e-06,0.0,0.0212,0.0004,-0.0004,0.0,0.263,,,0.0,1.612,0.096,-0.099,0,0.14381326,0.00856456,-0.0088322,0,3.4,0.46,-0.46,0,0.0106976,0.00144732,-0.00144732,0,6.8,1.6,-1.6,0,0.18,,,1.0,747.65,55.61,-55.61,0.0,1456.61,47.39,-47.39,0.0,85.78,2.21,-3.42,0.0,0,6.14,0.58,-1.04,0.0,0.02,0.001,-0.001,0.0,2.36,0.32,-0.32,0.0,,,,,K2V,5080.0,130.0,-130.0,0.0,0.75,0.025,-0.026,0.0,0.788,0.047,-0.048,0,-0.05,0.23,-0.26,0.0,[Fe/H],-0.47237,0.02625,-0.02794,0.0,4.584,0.029,-0.029,0.0,6.0,5.2,-4.1,0.0,2.64,0.25,-0.22,0.0,1.84,0.45,-0.45,0.0,26.0,1.3,-1.3,0.0,,,,,23h16m55.46s,349.2310814,-18d36m23.93s,-18.6066463,80.5407,0.2672,-0.2655,10.748,0.013,-0.013,8.598,0.021,-0.021,10.4883,0.000367,-0.000367,0
TOI-1444 b,TOI-1444,Gaia DR2 2274696151198328960,1,1,0,Transiting Exoplanet Survey Satellite (TESS),0,0.4702743,1.1e-06,-1.1e-06,0.0,0.0116,0.0002,-0.0002,0.0,0.0925,,,0.0,1.41792246,0.0467336,-0.04107268,0,0.12649879,0.0041693,-0.00366426,0,3.58,0.76,-0.75,0,0.01126394,0.00239123,-0.00235976,0,6.84,1.78,-2.27,0,0.0,,,0.0,5028.5096,,,0.0,2130.02,33.47,-33.17,0.0,82.0,3.0,-2.0,0.0,0,2.73,0.078,-0.074,0.0,0.01427667,0.00040427,-0.00034464,0.0,3.02,0.62,-0.62,0.0,,,,,G7,5460.0,66.0,-66.0,0.0,0.9105,0.0154,-0.0146,0.0,0.9513,0.0299,-0.0321,0,0.146,0.057,-0.059,0.0,[Fe/H],-0.17587,0.02406,-0.02341,0.0,4.496,0.021,-0.024,0.0,3.8,2.5,-2.1,0.0,1.7621,0.1163,-0.1144,0.0,2.0,,,1.0,,,,,,,,,20h21m53.98s,305.4749252,+70d56m37.34s,70.9437054,125.463,0.337,-0.335,10.936,0.009,-0.009,9.061,0.021,-0.021,10.6417,0.000261,-0.000261,0
Kepler-595 c,Kepler-595,Gaia DR2 2135237601028549888,1,2,0,Kepler,0,12.38602,5e-06,-5e-06,0.0,0.0983,,,0.0,0.153,,,0.0,1.009,0.024,-0.024,0,0.09001695,0.00214114,-0.00214114,0,3.3,1.7,-1.0,0,0.01038291,0.00534877,-0.00314634,0,6.9,2.7,-2.3,0,0.0,,,0.0,50.23,9.45,-11.45,0.0,679.0,,,0.0,89.01,,,0.0,0,27.783,0.049,-0.049,0.0,0.011472,0.000397,-0.001336,0.0,,,,,,,,,K0,5138.5,60.81,-60.81,0.0,0.821,0.242,-0.242,0.0,0.93,0.059,-0.059,0,0.406,0.058,-0.058,0.0,[M/H],-0.34768,,,0.0,4.54,0.034,-0.071,0.0,2.7,3.9,-3.9,0.0,2.60841,0.02963,-0.5257,0.0,,,,,,,,,,,,,19h38m16.89s,294.5703593,+50d40m22.85s,50.6730147,643.009,7.6335,-7.6335,15.067,0.126,-0.126,12.862,0.029,-0.029,14.7628,0.000279,-0.000279,0
HD 219134 c,HD 219134,Gaia DR2 2009481748875806976,1,6,0,Roque de los Muchachos Observatory,0,6.76458,0.00033,-0.00033,0.0,0.0653,0.0008,-0.0008,0.0,10.0,,,0.0,1.511,0.047,-0.047,0,0.13480239,0.00419306,-0.00419306,0,4.36,0.22,-0.22,0,0.01371803,0.00069219,-0.00069219,0,6.95,0.77,-0.77,0,0.062,0.039,-0.039,0.0,62.1,1.9,-1.9,0.0,782.0,6.0,-6.0,0.0,87.28,0.1,-0.1,0.0,0,,,,,0.01776,0.00086,-0.0007,0.0,1.697,0.075,-0.075,0.0,,,,,K3 V,4699.0,16.0,-16.0,0.0,0.778,0.005,-0.005,0.0,0.81,0.03,-0.03,0,0.11,0.04,-0.04,0.0,[Fe/H],-0.57741,0.00813,-0.00829,0.0,4.567,0.018,-0.018,0.0,11.0,2.2,-2.2,0.0,2.438,0.103,-0.103,0.0,0.4,0.5,-0.5,0.0,,,,,-18.42,0.002,-0.002,0.0,23h13m20.93s,348.3372026,+57d10m10.65s,57.1696255,6.53127,0.00384,-0.00385,5.56911,0.023,-0.023,3.261,0.304,-0.304,5.2402,0.0022257,-0.0022257,5
Kepler-80 d,Kepler-80,Gaia DR2 2076328963475704576,1,6,0,Kepler,0,3.07222,6e-05,-4e-05,0.0,0.0372,0.0005,-0.0005,0.0,0.101,,,0.0,1.53,0.09,-0.07,0,0.13649746,0.00802926,-0.00624498,0,6.75,0.69,-0.51,0,0.02123777,0.00217097,-0.00160463,0,7.04,1.06,-1.06,0,0.0041,0.0037,-0.0028,0.0,164.625,4.056,-3.948,0.0,722.0,,,0.0,88.35,1.12,-1.51,0.0,1,11.87,0.22,-0.22,0.0,0.01914,0.0002,-0.0002,0.0,,,,,,,,,K5,4540.0,100.0,-100.0,0.0,0.678,0.023,-0.023,0.0,0.73,0.03,-0.03,0,0.04,0.08,-0.08,0.0,[Fe/H],-0.76955,0.07705,-0.06019,0.0,4.639,0.012,-0.012,0.0,2.0,1.0,-1.0,0.0,2.33,0.15,-0.15,0.0,,,,,,,,,,,,,19h44m27.02s,296.1125759,+39d58m43.48s,39.9787451,369.451,2.8945,-2.8945,15.23,0.172,-0.172,12.253,0.02,-0.02,14.7555,0.000492,-0.000492,0
GJ 9827 c,GJ 9827,Gaia DR2 2643842302456085888,1,3,0,K2,0,3.648103,1.3e-05,-1e-05,0.0,0.0395,0.0009,-0.0009,0.0,1.33,,,0.0,1.13,0.07,-0.05,0,0.10081202,0.00624499,-0.00446071,0,1.86,0.37,-0.39,0,0.00585221,0.00116415,-0.00122708,0,7.142,1.857,-1.857,0,0.0,,,0.0,73.0,3.7,-3.7,0.0,715.94,20.33,-20.33,0.0,89.09,0.6,-0.68,0.0,0,14.04,0.17,-0.17,0.0,0.01887,0.00034,-0.00034,0.0,1.06,0.21,-0.21,0.0,,,,,K7 V,4236.0,12.0,-12.0,0.0,0.58,0.03,-0.03,0.0,0.62,0.04,-0.04,0,-0.29,0.03,-0.03,0.0,[Fe/H],-1.00436,0.04179,-0.04139,0.0,4.719,0.013,-0.013,0.0,5.465,4.058,-4.058,0.0,3.97,0.2,-0.15,0.0,1.75,,,1.0,28.16,3.38,-2.66,0.0,31.94888,0.00035,-0.00034,0.0,23h27m05.23s,351.7717763,-01d17m07.24s,-1.2853435,29.661,0.0543,-0.0541,10.37,0.03,-0.03,7.193,0.024,-0.024,9.83773,0.000411,-0.000411,0
K2-199 b,K2-199,Gaia DR2 3620501712193719296,1,2,0,K2,0,3.2253993,2.4e-06,-2.4e-06,0.0,0.0382,0.0004,-0.0004,0.0,0.355,,,0.0,1.73,0.05,-0.04,0,0.15434053,0.00446071,-0.00356857,0,6.9,1.8,-1.8,0,0.02170983,0.00566343,-0.00566343,0,7.2,2.1,-2.0,0,0.02,0.03,-0.02,0.0,116.2,12.0,-11.0,0.0,913.0,23.0,-23.0,0.0,88.8,0.6,-0.6,0.0,0,12.07,0.26,-0.27,0.0,0.02346,0.00043,-0.00038,0.0,3.8,1.0,-1.0,0.0,,,,,K4,4491.0,100.0,-100.0,0.0,0.682,0.014,-0.014,0.0,0.711,0.022,-0.024,0,-0.01,0.09,-0.09,0.0,[Fe/H],-0.73283,0.02286,-0.02413,0.0,4.64,0.01,-0.01,0.0,5.04,6.12,-3.59,0.0,2.928393,1.171948,-0.545091,0.0,,,,,,,,,1.06821,1.24123,-1.24123,0.0,13h55m36.35s,208.9014508,-06d08m09.90s,-6.1360833,107.518,0.602,-0.596,12.358,0.114,-0.114,9.625,0.019,-0.019,11.9053,0.000403,-0.000403,0
KOI-1599.02,KOI-1599,Gaia DR2 2073779161653824640,1,2,0,Kepler,0,13.6088,0.0006,-0.0006,0.0,0.112293,,,0.0,0.0992,,,0.0,1.9,0.2,-0.2,0,0.16950665,0.0178428,-0.0178428,0,9.0,0.3,-0.3,0,0.02831702,0.0009439,-0.0009439,0,7.21,,,0,0.0114,,,0.0,76.81,67.54,-23.28,0.0,755.0,,,0.0,88.6,0.06,-0.06,0.0,1,24.89,0.11,-0.11,0.0,0.0181,0.0003,-0.0003,0.0,,,,,,,,,G7V,5833.0,122.0,-122.0,0.0,0.972,,,0.0,1.02,,,0,0.06,0.2,-0.3,0.0,[Fe/H],0.16196,,,0.0,4.472,0.052,-0.208,0.0,4.7,3.3,-3.3,0.0,0.01743,0.00619,-0.00709,0.0,,,,,,,,,,,,,19h53m29.72s,298.3738383,+40d37m06.41s,40.6184483,1131.64,28.17,-26.86,14.795,0.126,-0.126,13.238,0.031,-0.031,14.854,0.000328,-0.000328,0
